name|owner|primaryLanguage|createdAt|updatedAt|url|popularity|cbo|dit|lcom|loc|compositeScore
mit-deep-learning-book-pdf|janishar|Java|2017-04-07T10:46:50Z|2025-03-24T01:44:53Z|https://github.com/janishar/mit-deep-learning-book-pdf|13214|0|1|0|2|0.24555808656036449
mall-learning|macrozheng|Java|2019-04-12T13:20:31Z|2025-03-24T04:31:04Z|https://github.com/macrozheng/mall-learning|13098|4.97|1.1|229.51|14384|0.3047955825950207
lombok|projectlombok|Java|2009-06-08T19:46:41Z|2025-03-24T11:22:11Z|https://github.com/projectlombok/lombok|13077|||||0
banner|youth5201314|Java|2016-04-22T05:50:25Z|2025-03-24T11:40:27Z|https://github.com/youth5201314/banner|12977|6.08|1.84|47.68|2724|0.351551966035298
languagetool|languagetool-org|Java|2013-08-08T16:37:22Z|2025-03-24T09:21:33Z|https://github.com/languagetool-org/languagetool|12919|5.38|1.59|55.12|212108|0.33231906420820734
conductor|Netflix|Java|2016-12-07T22:48:42Z|2025-03-21T14:47:23Z|https://github.com/Netflix/conductor|12793|7.5|1.25|78.67|47052|0.3404193016222802
stetho|facebook|Java|2015-01-22T22:34:10Z|2025-03-23T17:53:22Z|https://github.com/facebook/stetho|12693|4.38|1.42|7.5|19241|0.3135769737418711
greenDAO|greenrobot|Java|2011-10-22T16:15:14Z|2025-03-23T07:38:48Z|https://github.com/greenrobot/greenDAO|12623|5.02|2.1|47.45|18545|0.3515609257301967
dex2jar|pxb1988|Java|2015-03-16T09:13:07Z|2025-03-24T13:37:13Z|https://github.com/pxb1988/dex2jar|12603|5.43|1.57|21.13|41715|0.3320873989864288
guice|google|Java|2014-05-28T23:18:53Z|2025-03-24T13:14:10Z|https://github.com/google/guice|12583|3.8|1.29|8.23|82975|0.30117499199141257
cryptomator|cryptomator|Java|2014-02-02T00:43:47Z|2025-03-24T13:38:24Z|https://github.com/cryptomator/cryptomator|12576|8.21|1.44|17.9|16263|0.35722046973135246
Matisse|zhihu|Java|2017-04-13T01:31:05Z|2025-03-24T10:07:23Z|https://github.com/zhihu/Matisse|12551|6.66|1.39|8.08|3418|0.3376688003898316
eureka|Netflix|Java|2012-07-26T22:23:07Z|2025-03-24T13:47:55Z|https://github.com/Netflix/eureka|12513|5.88|1.27|18.57|32879|0.32345422315356753
spring-boot-admin|codecentric|Java|2014-07-25T11:39:13Z|2025-03-24T13:59:55Z|https://github.com/codecentric/spring-boot-admin|12509|7.64|1.26|7.16|13914|0.3426931351802323
AndroidViewAnimations|daimajia|Java|2014-06-23T03:53:13Z|2025-03-23T15:04:26Z|https://github.com/daimajia/AndroidViewAnimations|12451|3.38|1.8|2.29|965|0.31974067059216454
zookeeper|apache|Java|2009-03-27T15:41:56Z|2025-03-24T05:22:08Z|https://github.com/apache/zookeeper|12419|5.64|2.01|37.23|121444|0.35442063110397526
AndroidSwipeLayout|daimajia|Java|2014-08-25T04:09:33Z|2025-03-24T12:10:24Z|https://github.com/daimajia/AndroidSwipeLayout|12401|3.72|1.32|58.91|2770|0.3014677421943584
COLA|alibaba|Java|2018-02-06T13:46:27Z|2025-03-24T02:18:47Z|https://github.com/alibaba/COLA|12299|4.23|1.33|3.69|7999|0.3078152839082347
Mybatis-PageHelper|pagehelper|Java|2014-06-09T15:32:30Z|2025-03-24T12:49:04Z|https://github.com/pagehelper/Mybatis-PageHelper|12283|5.82|1.42|29.97|7339|0.3295772868164911
mall-swarm|macrozheng|Java|2019-11-25T06:55:31Z|2025-03-24T08:05:35Z|https://github.com/macrozheng/mall-swarm|12214|3.79|1.23|1106.23|101603|0.29441627921289126
kkFileView|kekingcn|Java|2017-12-12T11:41:08Z|2025-03-24T13:42:24Z|https://github.com/kekingcn/kkFileView|12073|0|0|0|0|0
jedis|redis|Java|2010-06-11T13:04:43Z|2025-03-24T13:31:13Z|https://github.com/redis/jedis|11999|5.3|1.44|520.79|98257|0.3229322263285438
uCrop|Yalantis|Java|2016-01-05T13:41:06Z|2025-03-24T10:07:08Z|https://github.com/Yalantis/uCrop|11961|6.3|1.36|28.91|4669|0.3322077137424435
metersphere|metersphere|Java|2020-02-03T02:06:12Z|2025-03-24T04:33:38Z|https://github.com/metersphere/metersphere|11909|6.71|1.3|448.68|315289|0.33255650667599157
VasSonic|Tencent|Java|2017-08-01T08:35:13Z|2025-03-19T05:31:03Z|https://github.com/Tencent/VasSonic|11851|4.2|1.28|21.61|7421|0.30513849965525597
matrix|Tencent|Java|2018-12-11T07:08:02Z|2025-03-21T18:02:56Z|https://github.com/Tencent/matrix|11768|5.68|1.34|12.89|79032|0.32443014504487483
android-interview-questions|amitshekhariitbhu|Java|2017-07-09T18:47:24Z|2025-03-24T09:37:00Z|https://github.com/amitshekhariitbhu/android-interview-questions|11729|0|1|0|5|0.24555808656036449
grpc-java|grpc|Java|2014-12-08T19:00:00Z|2025-03-23T17:24:19Z|https://github.com/grpc/grpc-java|11651|5.59|1.39|12.97|255589|0.32570273910641784
fullstack-tutorial|frank-lam|Java|2018-04-13T01:50:10Z|2025-03-23T10:20:05Z|https://github.com/frank-lam/fullstack-tutorial|11631|0|0|0|0|0
webmagic|code4craft|Java|2013-04-23T12:57:36Z|2025-03-24T00:50:38Z|https://github.com/code4craft/webmagic|11525|4.53|1.18|11.47|8794|0.304303924728893
realm-java|realm|Java|2012-04-20T09:18:42Z|2025-03-23T16:26:18Z|https://github.com/realm/realm-java|11483|4.29|1.21|51.75|110167|0.3028470319075123
CtCI-6th-Edition|careercup|Java|2015-07-02T06:28:46Z|2025-03-24T01:46:53Z|https://github.com/careercup/CtCI-6th-Edition|11403|2.13|1.07|4.48|21093|0.2725167793720182
ImmersionBar|gyf-dev|Java|2017-04-19T05:10:09Z|2025-03-24T08:08:37Z|https://github.com/gyf-dev/ImmersionBar|11375|6.35|2.11|159.25|7237|0.366470060229589
xManager|Team-xManager|Java|2021-02-08T11:31:10Z|2025-03-24T13:35:56Z|https://github.com/Team-xManager/xManager|11305|1.88|1.01|6.63|45124|0.26698389455805227
newbee-mall|newbee-ltd|Java|2019-09-21T03:56:04Z|2025-03-24T12:16:30Z|https://github.com/newbee-ltd/newbee-mall|11271|5.03|1.07|34.91|3935|0.30479246185920794
PermissionsDispatcher|permissions-dispatcher|Java|2015-08-15T21:41:05Z|2025-03-14T03:12:37Z|https://github.com/permissions-dispatcher/PermissionsDispatcher|11228|1.62|1.23|34.38|3184|0.2740043594515121
OpenRefine|OpenRefine|Java|2012-10-15T02:22:48Z|2025-03-24T01:27:37Z|https://github.com/OpenRefine/OpenRefine|11214|6.66|1.69|12.76|72362|0.3513195456183854
debezium|debezium|Java|2016-01-22T20:17:05Z|2025-03-24T13:39:45Z|https://github.com/debezium/debezium|11212|6.87|1.6|56.01|203547|0.34941022218395285
plantuml|plantuml|Java|2010-11-04T15:55:50Z|2025-03-24T09:25:27Z|https://github.com/plantuml/plantuml|11167|7.19|1.55|37.24|184912|0.35077264169608635
interview|mission-peace|Java|2014-07-20T21:27:31Z|2025-03-23T16:18:38Z|https://github.com/mission-peace/interview|11140|2.01|1.04|3.41|27259|0.26981381703319973
FlycoTabLayout|H07000223|Java|2015-11-09T01:53:19Z|2025-03-23T12:39:51Z|https://github.com/H07000223/FlycoTabLayout|11091|6.45|1.55|223.09|2730|0.34184668394382756
jsoup|jhy|Java|2009-12-19T01:29:58Z|2025-03-24T07:14:32Z|https://github.com/jhy/jsoup|11088|6.09|1.79|228.2|35476|0.3487423108441937
FileDownloader|lingochamp|Java|2015-12-22T11:17:16Z|2025-03-19T05:17:18Z|https://github.com/lingochamp/FileDownloader|11079|4.53|1.69|42.01|14387|0.32742969635629715
SlidingMenu|jfeinstein10|Java|2012-06-30T05:14:23Z|2025-03-15T20:58:25Z|https://github.com/jfeinstein10/SlidingMenu|11061|5.12|1.96|47.45|3085|0.34629948819577694
androidannotations|androidannotations|Java|2012-01-06T08:48:03Z|2025-03-22T03:59:53Z|https://github.com/androidannotations/androidannotations|11043|5.93|1.66|26.95|28363|0.3417503557003912
cas|apereo|Java|2011-09-09T01:36:42Z|2025-03-24T07:16:50Z|https://github.com/apereo/cas|11043|9.22|1.48|7.73|220643|0.3703576570226709
SmarterStreaming|daniulive|Java|2016-03-26T14:46:02Z|2025-03-24T04:26:49Z|https://github.com/daniulive/SmarterStreaming|11030|3.85|1.05|71.55|10750|0.2905737095284583
trino|trinodb|Java|2019-01-19T06:38:14Z|2025-03-24T13:41:26Z|https://github.com/trinodb/trino|11022|||||0
javapoet|square|Java|2013-02-01T16:56:30Z|2025-03-24T07:57:39Z|https://github.com/square/javapoet|10856|4.52|1.15|129.29|7543|0.3024055714911072
vlayout|alibaba|Java|2017-02-27T08:11:47Z|2025-03-21T06:23:28Z|https://github.com/alibaba/vlayout|10790|5.31|1.86|72.54|14042|0.3437759719512271
platform_frameworks_base|aosp-mirror|Java|2008-10-21T18:20:37Z|2025-03-24T10:54:42Z|https://github.com/aosp-mirror/platform_frameworks_base|10708|||||0
jvm|doocs|Java|2018-06-23T01:12:59Z|2025-03-24T11:22:28Z|https://github.com/doocs/jvm|10674|0|1|0|5|0.24555808656036449
Paper|PaperMC|Java|2016-01-22T05:40:19Z|2025-03-24T11:39:51Z|https://github.com/PaperMC/Paper|10664|6.62|1.65|117|158489|0.34867900579858235
android-async-http|android-async-http|Java|2011-02-20T03:25:07Z|2025-03-24T11:17:29Z|https://github.com/android-async-http/android-async-http|10633|5.66|1.79|45.88|7620|0.34459036012340827
Java-WebSocket|TooTallNate|Java|2010-01-20T23:33:04Z|2025-03-22T02:26:12Z|https://github.com/TooTallNate/Java-WebSocket|10625|3.56|1.82|36.34|12801|0.3225405195015797
okhttp-OkGo|jeasonlzy|Java|2016-01-15T10:35:24Z|2025-03-24T08:08:33Z|https://github.com/jeasonlzy/okhttp-OkGo|10610|5.65|1.62|19.45|13418|0.336828019357105
clojure|clojure|Java|2010-06-29T20:03:33Z|2025-03-24T10:15:44Z|https://github.com/clojure/clojure|10576|3.6|1.5|130.31|46790|0.30807367606834657
jjwt|jwtk|Java|2014-09-13T01:06:24Z|2025-03-24T12:00:52Z|https://github.com/jwtk/jjwt|10548|5.64|2.02|26.3|15898|0.3549151693378144
pkl|apple|Java|2024-01-19T17:28:45Z|2025-03-24T02:39:59Z|https://github.com/apple/pkl|10543|6.29|4.35|27.52|60045|0.46831967742174857
kafka-ui|provectus|Java|2019-11-26T15:55:55Z|2025-03-24T11:51:00Z|https://github.com/provectus/kafka-ui|10491|7.24|1.51|17.13|18139|0.3495803428061281
auto|google|Java|2013-05-22T21:41:56Z|2025-03-22T14:26:08Z|https://github.com/google/auto|10488|4.11|1.71|25.59|31956|0.3237092659934411
JiaoZiVideoPlayer|lipangit|Java|2016-02-06T11:04:24Z|2025-03-21T06:28:39Z|https://github.com/lipangit/JiaoZiVideoPlayer|10487|7.28|2.12|56.64|4511|0.37767662950569963
RxPermissions|tbruyelle|Java|2015-09-29T13:55:09Z|2025-03-23T15:02:35Z|https://github.com/tbruyelle/RxPermissions|10483|4.65|1.1|10.1|876|0.30200419434190806
VirtualApp|asLody|Java|2016-07-06T13:25:23Z|2025-03-24T11:41:08Z|https://github.com/asLody/VirtualApp|10459|3.94|2.59|15.61|46624|0.3619375726943848
datahub|datahub-project|Java|2015-11-18T05:47:40Z|2025-03-24T09:39:54Z|https://github.com/datahub-project/datahub|10446|11.17|1.2|16.7|139890|0.3793449657568971
OpenSearch|opensearch-project|Java|2021-01-29T22:10:00Z|2025-03-24T10:11:52Z|https://github.com/opensearch-project/OpenSearch|10389|7.41|1.73|38.04|1200892|0.3614269739533498
MVPArms|JessYanCoding|Java|2016-08-06T08:49:56Z|2025-03-19T07:18:24Z|https://github.com/JessYanCoding/MVPArms|10283|6.64|1.28|32.1|5986|0.3323484584120424
Activiti|Activiti|Java|2012-09-13T11:34:43Z|2025-03-24T13:35:32Z|https://github.com/Activiti/Activiti|10272|5.78|1.55|90.11|153441|0.33483880560391593
ViewPagerIndicator|JakeWharton|Java|2011-08-04T17:13:44Z|2025-03-23T15:07:22Z|https://github.com/JakeWharton/ViewPagerIndicator|10120|6.02|2.71|29.27|2947|0.390583102629836
resilience4j|resilience4j|Java|2015-06-03T09:21:01Z|2025-03-24T13:45:18Z|https://github.com/resilience4j/resilience4j|10054|7.02|1.47|18.4|60121|0.34529676464789694
lawnchair|LawnchairLauncher|Java|2017-03-03T13:12:58Z|2025-03-24T13:58:30Z|https://github.com/LawnchairLauncher/lawnchair|10005|10.32|1.58|96.94|248468|0.3868791384159249
xpipe|xpipe-io|Java|2023-01-27T02:25:38Z|2025-03-24T13:41:12Z|https://github.com/xpipe-io/xpipe|10002|6.44|1.51|17.46|51968|0.3406456099278836
Aegis|beemdevelopment|Java|2016-08-15T19:10:31Z|2025-03-24T07:43:47Z|https://github.com/beemdevelopment/Aegis|9982|7.45|1.71|22.59|23694|0.36101755788185186
zfile|zfile-dev|Java|2019-08-19T13:57:56Z|2025-03-24T08:50:30Z|https://github.com/zfile-dev/zfile|9934|6.96|1.57|5.09|6839|0.34922999686195144
glide-transformations|wasabeef|Java|2015-01-09T10:33:29Z|2025-03-24T08:41:15Z|https://github.com/wasabeef/glide-transformations|9920|5.56|2.15|2.78|991|0.3600281963324853
easypermissions|googlesamples|Java|2015-12-22T18:05:53Z|2025-03-24T00:52:48Z|https://github.com/googlesamples/easypermissions|9890|8.94|1.48|12.21|1705|0.3672149442999455
aws-doc-sdk-examples|awsdocs|Java|2016-08-18T19:06:57Z|2025-03-24T11:51:14Z|https://github.com/awsdocs/aws-doc-sdk-examples|9890|6.94|1.03|6.14|76529|0.3244015487289302
paascloud-master|paascloud|Java|2018-03-17T05:40:43Z|2025-03-24T08:07:25Z|https://github.com/paascloud/paascloud-master|9876|6.1|1.32|5.46|16428|0.3282355830227736
spider-flow|ssssssss-team|Java|2020-03-27T11:07:15Z|2025-03-24T12:45:00Z|https://github.com/ssssssss-team/spider-flow|9868|5.39|1.73|20.33|8748|0.33893286641094567
CoreNLP|stanfordnlp|Java|2013-06-27T21:13:49Z|2025-03-24T12:28:50Z|https://github.com/stanfordnlp/CoreNLP|9826|5.92|1.64|145.77|565658|0.3403040190676202
JsBridge|uknownothingsnow|Java|2015-02-26T12:10:58Z|2025-03-20T09:40:57Z|https://github.com/uknownothingsnow/JsBridge|9823|3.52|1.17|17.24|1037|0.2925491627809762
MagicIndicator|hackware1993|Java|2016-06-26T08:20:43Z|2025-03-19T06:12:58Z|https://github.com/hackware1993/MagicIndicator|9766|5|1.34|26.94|4533|0.31678654401218964
AVLoadingIndicatorView|HarlonWang|Java|2015-10-24T20:18:33Z|2025-03-23T08:52:37Z|https://github.com/HarlonWang/AVLoadingIndicatorView|9754|3.57|1.78|6.75|2161|0.32093533196839064
Fragmentation|YoKeyword|Java|2016-02-23T08:54:55Z|2025-03-21T06:21:52Z|https://github.com/YoKeyword/Fragmentation|9726|5.23|1.71|15.12|8981|0.33625356314295596
starrocks|StarRocks|Java|2021-09-04T02:29:35Z|2025-03-24T13:41:46Z|https://github.com/StarRocks/starrocks|9720|7.38|1.5|127.06|673828|0.35029631519164206
spark|perwendel|Java|2011-05-05T11:52:05Z|2025-03-23T19:53:58Z|https://github.com/perwendel/spark|9653|4.54|1.3|47.12|9588|0.3097554986845494
Android-ObservableScrollView|ksoichiro|Java|2014-11-08T14:45:20Z|2025-03-23T07:33:22Z|https://github.com/ksoichiro/Android-ObservableScrollView|9653|5.01|1.97|7.57|12621|0.34566884773122736
react-native-camera|react-native-camera|Java|2015-04-01T00:54:40Z|2025-03-21T15:24:08Z|https://github.com/react-native-camera/react-native-camera|9649|0|0|0|0|0
spring-boot-api-project-seed|lihengming|Java|2017-06-23T10:06:30Z|2025-03-24T04:35:28Z|https://github.com/lihengming/spring-boot-api-project-seed|9629|5|1.27|9.73|484|0.3136588188776973
feign|OpenFeign|Java|2013-06-26T23:28:16Z|2025-03-24T02:28:09Z|https://github.com/OpenFeign/feign|9619|5.13|1.68|13.23|37392|0.3337768624146266
GmsCore|microg|Java|2014-04-23T19:28:47Z|2025-03-24T12:42:50Z|https://github.com/microg/GmsCore|9594|5.63|1.76|14.49|53179|0.3430004912912702
android-Ultra-Pull-To-Refresh|liaohuqiu|Java|2014-11-13T03:13:10Z|2025-03-17T06:11:59Z|https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh|9580|4.06|1.42|19.14|5476|0.30996206307971746
android-gif-drawable|koral--|Java|2013-01-30T01:37:46Z|2025-03-23T18:14:02Z|https://github.com/koral--/android-gif-drawable|9579|6.16|1.66|59.73|2920|0.3442019167815624
DanmakuFlameMaster|bilibili|Java|2013-08-11T12:18:50Z|2025-03-24T13:10:35Z|https://github.com/bilibili/DanmakuFlameMaster|9569|5.16|1.61|47.51|12879|0.3308006218776266
Mycat-Server|MyCATApache|Java|2014-12-04T02:46:54Z|2025-03-23T14:53:41Z|https://github.com/MyCATApache/Mycat-Server|9546|4.9|1.29|78.49|92943|0.3132082074667878
AndroidSlidingUpPanel|umano|Java|2013-05-31T18:33:53Z|2025-03-22T04:00:16Z|https://github.com/umano/AndroidSlidingUpPanel|9509|4.94|1.35|132|2011|0.3161976469099158
Signal-Server|signalapp|Java|2013-12-09T07:10:36Z|2025-03-24T06:23:13Z|https://github.com/signalapp/Signal-Server|9439|8.94|1.5|14.54|56261|0.368117801303981
sonarqube|SonarSource|Java|2011-01-05T11:05:17Z|2025-03-24T10:30:19Z|https://github.com/SonarSource/sonarqube|9425|7.28|1.19|24.2|396547|0.3354232336180612
PocketHub|pockethub|Java|2011-09-08T16:52:50Z|2025-03-20T16:33:05Z|https://github.com/pockethub/PocketHub|9388|6.58|1.48|9.04|6980|0.34087225082287415
cim|crossoverJie|Java|2018-05-20T15:55:56Z|2025-03-24T08:04:48Z|https://github.com/crossoverJie/cim|9384|4.82|1.27|6.4|4991|0.3116606376142017
AgentWeb|Justson|Java|2017-05-12T07:45:56Z|2025-03-22T03:57:44Z|https://github.com/Justson/AgentWeb|9303|5.4|1.49|18.79|11320|0.3281160840561681
spring-reading|xuchengsheng|Java|2023-09-15T06:42:44Z|2025-03-24T11:34:24Z|https://github.com/xuchengsheng/spring-reading|9298|2.81|1.03|0.54|3078|0.27830202226773604
testing-samples|android|Java|2014-10-11T03:51:27Z|2025-03-23T16:26:22Z|https://github.com/android/testing-samples|9244|5.44|1.36|2.89|1796|0.32269688238029504
AndroidNote|GcsSloop|Java|2016-01-04T23:51:36Z|2025-03-24T10:15:53Z|https://github.com/GcsSloop/AndroidNote|9234|4.88|1.38|8.13|402|0.3173358777154419
CalendarView|huanghaibin-dev|Java|2017-03-11T07:16:09Z|2025-03-24T12:42:22Z|https://github.com/huanghaibin-dev/CalendarView|9223|6.57|2.16|53.18|11557|0.37158275376312944
cassandra|apache|Java|2009-05-21T02:10:09Z|2025-03-24T12:03:01Z|https://github.com/apache/cassandra|9104|6.6|1.77|58.25|640430|0.35413203757861145
android-gpuimage|cats-oss|Java|2012-10-04T08:11:58Z|2025-03-23T04:22:45Z|https://github.com/cats-oss/android-gpuimage|9072|2.96|2.16|11.3|6341|0.33141935051305943
JsonPath|json-path|Java|2011-01-24T13:19:19Z|2025-03-23T00:35:18Z|https://github.com/json-path/JsonPath|9070|4.56|1.49|29.29|16468|0.3186984248141231
spring-security|spring-projects|Java|2012-01-10T21:50:57Z|2025-03-24T04:06:07Z|https://github.com/spring-projects/spring-security|9037|7.25|1.24|10.77|242156|0.33741399759057755
awesome-leetcode-resources|ashishps1|Java|2023-10-25T01:48:19Z|2025-03-24T11:34:19Z|https://github.com/ashishps1/awesome-leetcode-resources|9017|1.18|1|4.73|360|0.25871822369934844
VirtualAPK|didi|Java|2017-06-29T07:25:05Z|2025-03-24T08:08:44Z|https://github.com/didi/VirtualAPK|9016|4.9|1.61|17.58|7981|0.3280038942785679
MaterialDesignLibrary|navasmdc|Java|2014-09-30T07:37:17Z|2025-03-22T04:00:05Z|https://github.com/navasmdc/MaterialDesignLibrary|8982|4.54|1.82|6.76|2927|0.33358955725330264
EhViewer|seven332|Java|2014-05-14T12:03:52Z|2025-03-24T11:41:37Z|https://github.com/seven332/EhViewer|8966|7.14|1.82|45.26|44372|0.362486392405447
Jetpack-MVVM-Best-Practice|KunMinX|Java|2019-10-31T05:21:01Z|2025-03-24T11:32:46Z|https://github.com/KunMinX/Jetpack-MVVM-Best-Practice|8913|4.84|1.62|12|3691|0.32780934696783826
storm|nathanmarz|Java|2011-09-17T07:55:13Z|2025-03-19T02:21:04Z|https://github.com/nathanmarz/storm|8821|4.43|1.29|33.07|60552|0.3081216316377839
StatusBarUtil|laobie|Java|2016-02-15T03:06:06Z|2025-03-17T06:12:36Z|https://github.com/laobie/StatusBarUtil|8806|4.15|1.55|22.55|1036|0.31687748532958526
Android_Data|Freelander|Java|2015-04-04T01:37:44Z|2025-03-22T16:34:50Z|https://github.com/Freelander/Android_Data|8770|2|1|3|116|0.26788128545922346
awesome-java-leetcode|Blankj|Java|2017-04-17T15:51:41Z|2025-03-24T08:06:52Z|https://github.com/Blankj/awesome-java-leetcode|8708|1.68|1|1.17|1772|0.26431438538720087
Android-PullToRefresh|chrisbanes|Java|2011-11-29T09:59:56Z|2025-03-19T08:13:02Z|https://github.com/chrisbanes/Android-PullToRefresh|8701|6.02|2.11|55.84|3567|0.3631535482897731
jmeter|apache|Java|2010-05-26T23:38:07Z|2025-03-24T10:45:38Z|https://github.com/apache/jmeter|8654|5.5|2|62.17|127441|0.3523127851616433
jna|java-native-access|Java|2011-04-29T13:30:29Z|2025-03-24T06:00:44Z|https://github.com/java-native-access/jna|8654|4.88|2.53|44.94|106756|0.36959647682758756
Android-SpinKit|ybq|Java|2016-03-20T08:40:51Z|2025-03-18T11:38:05Z|https://github.com/ybq/Android-SpinKit|8650|4.82|3.17|21.52|1812|0.3981671104587916
flyway|flyway|Java|2012-12-14T18:43:22Z|2025-03-24T10:41:06Z|https://github.com/flyway/flyway|8629|6.09|1.53|52.91|31256|0.3375219875771087
AndResGuard|shwenzhang|Java|2015-10-11T11:48:06Z|2025-03-24T09:11:14Z|https://github.com/shwenzhang/AndResGuard|8585|3.53|1.5|22.38|6506|0.30767668050487323
Calligraphy|chrisjenx|Java|2013-12-20T02:35:45Z|2025-03-22T10:18:48Z|https://github.com/chrisjenx/Calligraphy|8584|5.72|1.44|11.36|968|0.3294380848532247
buck|facebook|Java|2013-04-17T18:12:18Z|2025-03-24T08:57:13Z|https://github.com/facebook/buck|8558|8.05|1.38|28.99|297458|0.35266074555335086
shenyu|apache|Java|2018-07-11T08:17:45Z|2025-03-24T07:02:47Z|https://github.com/apache/shenyu|8556|5.5|1.25|24.16|75592|0.31827969778635
epoxy|airbnb|Java|2016-08-08T23:05:11Z|2025-03-23T04:27:32Z|https://github.com/airbnb/epoxy|8538|7.2|1.81|138.77|43286|0.36236753428260393
junit4|junit-team|Java|2009-01-13T03:41:26Z|2025-03-23T15:04:44Z|https://github.com/junit-team/junit4|8531|3.87|1.46|12.96|32946|0.30968469396291143
react-native-image-picker|react-native-image-picker|Java|2015-06-08T20:25:31Z|2025-03-23T06:38:34Z|https://github.com/react-native-image-picker/react-native-image-picker|8528|6.18|1.55|66.18|811|0.3393908766959308
dropwizard|dropwizard|Java|2011-01-19T19:52:29Z|2025-03-24T03:49:55Z|https://github.com/dropwizard/dropwizard|8525|5.96|1.51|19.18|39928|0.33527934539632087
checkstyle|checkstyle|Java|2013-08-31T02:05:05Z|2025-03-24T11:17:11Z|https://github.com/checkstyle/checkstyle|8523|||||0
karate|karatelabs|Java|2017-02-07T15:59:17Z|2025-03-24T10:02:50Z|https://github.com/karatelabs/karate|8498|6.63|1.21|115.28|40088|0.32875124769863784
Android-Debug-Database|amitshekhariitbhu|Java|2016-11-16T14:20:24Z|2025-03-23T12:31:45Z|https://github.com/amitshekhariitbhu/Android-Debug-Database|8465|4.15|1.28|8.8|2393|0.3046258105413827
BottomBar|roughike|Java|2016-03-16T01:31:05Z|2025-03-24T08:08:41Z|https://github.com/roughike/BottomBar|8406|4.91|1.29|61.67|2834|0.31337982778829443
seatunnel|apache|Java|2017-08-05T09:14:47Z|2025-03-24T13:32:45Z|https://github.com/apache/seatunnel|8368|5.29|1.27|26.18|28762|0.3168386010847023
hsweb-framework|hs-web|Java|2016-01-18T03:51:39Z|2025-03-23T14:47:29Z|https://github.com/hs-web/hsweb-framework|8367|5.76|1.35|11.56|23084|0.3257838220442866
tsunami-security-scanner|google|Java|2020-06-03T16:20:00Z|2025-03-22T21:49:40Z|https://github.com/google/tsunami-security-scanner|8360|6.19|1.54|14.53|8424|0.3392310593481416
flowable-engine|flowable|Java|2016-10-13T07:21:43Z|2025-03-24T07:06:56Z|https://github.com/flowable/flowable-engine|8307|6.83|1.63|152.04|405275|0.34998801100280935
AndroidPdfViewer|DImuthuUpe|Java|2016-06-02T20:21:21Z|2025-03-24T02:48:27Z|https://github.com/DImuthuUpe/AndroidPdfViewer|8267|4.95|1.25|76.79|3328|0.31195029053938983
shardingsphere-elasticjob|apache|Java|2015-09-11T11:28:52Z|2025-03-24T05:18:52Z|https://github.com/apache/shardingsphere-elasticjob|8174|2.97|1.05|5.11|602|0.2809836066625026
testcontainers-java|testcontainers|Java|2015-04-12T12:44:59Z|2025-03-24T13:00:03Z|https://github.com/testcontainers/testcontainers-java|8163|5.45|1.48|22.09|30782|0.328207088422637
atlas|alibaba|Java|2017-02-28T06:31:43Z|2025-03-14T02:13:16Z|https://github.com/alibaba/atlas|8140|5.64|1.44|29.88|157514|0.3284787190798951
MaterialViewPager|florent37|Java|2015-04-24T17:53:15Z|2025-03-21T04:03:21Z|https://github.com/florent37/MaterialViewPager|8120|4.55|1.3|9.39|1616|0.31000164769496774
im-server|wildfirechat|Java|2019-01-23T15:21:28Z|2025-03-24T05:08:19Z|https://github.com/wildfirechat/im-server|8108|6.41|1.54|108.42|156800|0.34135313900632847
LitePal|guolindev|Java|2013-02-20T03:20:07Z|2025-03-22T07:50:12Z|https://github.com/guolindev/LitePal|8107|5.01|1.65|49.45|11830|0.330940988798452
otter|alibaba|Java|2013-08-09T09:31:22Z|2025-03-23T14:56:37Z|https://github.com/alibaba/otter|8093|4.61|1.37|32.45|68163|0.31377853865543437
beam|apache|Java|2016-02-02T08:00:06Z|2025-03-24T03:34:22Z|https://github.com/apache/beam|8047|6.26|1.62|7.78|30208|0.343681451240767
ysoserial|frohoff|Java|2015-01-28T07:13:55Z|2025-03-24T09:53:55Z|https://github.com/frohoff/ysoserial|8046|5.46|1.34|8.89|3851|0.3219876740023612
SimianArmy|Netflix|Java|2012-07-06T22:00:05Z|2025-03-22T07:46:45Z|https://github.com/Netflix/SimianArmy|7983|5.85|1.42|25.16|16056|0.32992943928513263
subsampling-scale-image-view|davemorrissey|Java|2013-08-26T16:45:25Z|2025-03-24T09:54:39Z|https://github.com/davemorrissey/subsampling-scale-image-view|7940|5.63|1.58|79.72|4262|0.33456753899219754
pentaho-kettle|pentaho|Java|2013-10-08T18:27:11Z|2025-03-24T11:27:38Z|https://github.com/pentaho/pentaho-kettle|7927|5.92|1.28|80.22|770085|0.3241367451874845
hugo|JakeWharton|Java|2013-11-25T09:16:40Z|2025-03-18T06:17:34Z|https://github.com/JakeWharton/hugo|7923|5.71|1.14|27.71|384|0.3156007137660854
transmittable-thread-local|alibaba|Java|2013-10-13T08:48:33Z|2025-03-24T12:56:12Z|https://github.com/alibaba/transmittable-thread-local|7886|5.69|1.43|12.75|6878|0.3286425412901932
UltimateAndroidReference|aritraroy|Java|2017-04-10T07:28:27Z|2025-03-24T08:09:10Z|https://github.com/aritraroy/UltimateAndroidReference|7869|1|1|0|22|0.2567250324006772
