name|owner|primaryLanguage|createdAt|updatedAt|url|popularity|cbo|dit|lcom|loc|compositeScore
material-theme-jetbrains|ChrisRM|Java|2015-09-23T07:15:04Z|2025-03-22T04:40:33Z|https://github.com/ChrisRM/material-theme-jetbrains|7804|4.33|2.25|84.42|14517|0.25070812280992094
tomcat|apache|Java|2011-10-01T07:00:19Z|2025-03-24T13:23:50Z|https://github.com/apache/tomcat|7760|4.51|1.81|136.51|356615|0.2325797838075817
javacv|bytedeco|Java|2014-04-21T13:50:26Z|2025-03-22T12:39:21Z|https://github.com/bytedeco/javacv|7723|6.12|2.13|133.99|26955|0.2651416452781436
RxLifecycle|trello-archive|Java|2015-07-20T13:32:23Z|2025-03-19T14:15:41Z|https://github.com/trello-archive/RxLifecycle|7704|6.43|1.65|1.41|2368|0.24697179177409675
react-native-svg|software-mansion|Java|2016-01-17T14:29:21Z|2025-03-24T11:15:04Z|https://github.com/software-mansion/react-native-svg|7674|6.31|2.26|77.26|15403|0.27328701649225157
vjtools|vipshop|Java|2018-05-29T09:07:08Z|2025-03-23T14:55:00Z|https://github.com/vipshop/vjtools|7649|3.13|1.28|26.3|18382|0.19322002125070253
MVVMHabit|goldze|Java|2017-07-21T10:38:40Z|2025-03-23T02:28:52Z|https://github.com/goldze/MVVMHabit|7645|3.58|1.27|15.76|9110|0.1978083496665426
aeron|aeron-io|Java|2014-02-07T17:16:58Z|2025-03-24T08:48:45Z|https://github.com/aeron-io/aeron|7638|7.66|1.3|112.51|117713|0.24456381018584628
graylog2-server|Graylog2|Java|2010-05-17T21:27:02Z|2025-03-24T12:38:47Z|https://github.com/Graylog2/graylog2-server|7608|8.07|1.34|18.64|231492|0.25113187001352416
baritone|cabaletta|Java|2018-08-01T15:34:21Z|2025-03-24T12:45:06Z|https://github.com/cabaletta/baritone|7603|6.69|1.39|21.81|22190|0.2379937397288776
MyBookshelf|gedoor|Java|2018-06-12T03:48:07Z|2025-03-23T14:27:01Z|https://github.com/gedoor/MyBookshelf|7594|6.34|1.47|58.66|48375|0.23766428410824877
android-classyshark|google|Java|2015-10-12T13:40:48Z|2025-03-23T15:23:25Z|https://github.com/google/android-classyshark|7563|3.17|1.28|10.25|8714|0.19369530227554016
Shadow|Tencent|Java|2019-06-13T10:50:27Z|2025-03-22T11:28:40Z|https://github.com/Tencent/Shadow|7553|4.16|1.77|18.45|20396|0.2270594276036142
PojavLauncher|PojavLauncherTeam|Java|2020-03-11T03:22:54Z|2025-03-24T12:33:41Z|https://github.com/PojavLauncherTeam/PojavLauncher|7541|6.22|1.41|124.06|27058|0.23347421409253583
RxJava-Android-Samples|kaushikgopal|Java|2014-07-23T05:13:52Z|2025-03-22T01:05:11Z|https://github.com/kaushikgopal/RxJava-Android-Samples|7538|6.63|1.83|9.2|2633|0.2573917537280316
AndroidAsync|koush|Java|2012-08-24T07:27:04Z|2025-03-21T17:38:51Z|https://github.com/koush/AndroidAsync|7537|3.61|1.53|19.44|18086|0.20998190230796332
closure-compiler|google|Java|2014-04-16T15:30:36Z|2025-03-23T16:21:47Z|https://github.com/google/closure-compiler|7488|6.9|1.51|1251.6|316407|0.24361412272784028
algs4|kevin-wayne|Java|2015-08-31T09:28:49Z|2025-03-23T19:54:51Z|https://github.com/kevin-wayne/algs4|7471|4|1.02|47.47|22516|0.1910524339277474
SDE-Interview-Questions|twowaits|Java|2017-10-25T11:08:52Z|2025-03-24T11:55:51Z|https://github.com/twowaits/SDE-Interview-Questions|7452|0|1|0|5|0.14555808656036448
hellocharts-android|lecho|Java|2014-10-12T09:12:37Z|2025-03-17T15:03:08Z|https://github.com/lecho/hellocharts-android|7443|6.31|1.52|40.29|10995|0.23963991779456573
LeetCode|yuanguangxin|Java|2020-01-11T01:02:02Z|2025-03-22T07:21:17Z|https://github.com/yuanguangxin/LeetCode|7420|1.23|1|0.7|3275|0.159292182452743
swagger-core|swagger-api|Java|2011-07-05T23:44:11Z|2025-03-24T12:47:34Z|https://github.com/swagger-api/swagger-core|7416|4.83|1.23|49.45|40630|0.20988466853490056
PowerJob|PowerJob|Java|2020-03-16T09:19:55Z|2025-03-24T10:28:40Z|https://github.com/PowerJob/PowerJob|7392|5.68|1.18|5|23703|0.21717788386273407
HMCL|HMCL-dev|Java|2015-06-22T08:06:03Z|2025-03-24T12:33:28Z|https://github.com/HMCL-dev/HMCL|7384|6.86|1.69|38.23|66206|0.2535302839104061
SpringCloud-Learning|dyc87112|Java|2016-08-21T03:39:52Z|2025-03-24T09:03:49Z|https://github.com/dyc87112/SpringCloud-Learning|7377|5.88|1.04|28.73|13492|0.21299085096045955
VBlog|lenve|Java|2017-12-26T11:01:55Z|2025-03-23T14:52:27Z|https://github.com/lenve/VBlog|7369|4.55|1.03|29.07|781|0.19768262620293997
Mapper|abel533|Java|2014-11-21T11:02:10Z|2025-03-24T08:08:01Z|https://github.com/abel533/Mapper|7366|5.06|1.24|36.18|19104|0.21293229581278278
ShortcutBadger|leolin310148|Java|2013-11-15T12:51:52Z|2025-03-22T05:33:42Z|https://github.com/leolin310148/ShortcutBadger|7352|5.29|1.16|3.48|885|0.21191432209185235
RePlugin|Qihoo360|Java|2017-06-08T09:39:09Z|2025-03-24T03:10:44Z|https://github.com/Qihoo360/RePlugin|7307|5.2|1.42|32.02|30275|0.22270353747331684
dagger|square|Java|2012-08-02T23:25:32Z|2025-03-22T07:51:07Z|https://github.com/square/dagger|7304|3.17|1.23|5.99|8043|0.19142498982257602
mapstruct|mapstruct|Java|2012-05-28T12:42:42Z|2025-03-24T12:47:45Z|https://github.com/mapstruct/mapstruct|7279|3.79|1.17|10.6|94080|0.19560679542929085
Android-Bootstrap|Bearded-Hen|Java|2013-11-01T15:36:17Z|2025-03-15T20:58:51Z|https://github.com/Bearded-Hen/Android-Bootstrap|7277|6.96|1.67|31.39|10389|0.25374800653444374
sweet-alert-dialog|pedant|Java|2014-10-19T09:24:09Z|2025-03-23T16:51:17Z|https://github.com/pedant/sweet-alert-dialog|7258|4.38|1.25|31.06|943|0.2058034780140811
TakePhoto|crazycodeboy|Java|2015-08-04T02:05:32Z|2025-03-21T15:25:27Z|https://github.com/crazycodeboy/TakePhoto|7243|5.05|1.25|10.89|2403|0.21332127729512862
UltimateRecyclerView|cymcsg|Java|2015-01-28T02:27:45Z|2025-03-12T10:13:57Z|https://github.com/cymcsg/UltimateRecyclerView|7211|5.18|1.7|41.94|15901|0.23521878406089225
WeChatLuckyMoney|geeeeeeeeek|Java|2015-09-30T16:11:20Z|2025-03-24T06:05:28Z|https://github.com/geeeeeeeeek/WeChatLuckyMoney|7210|5.38|1.38|8.81|931|0.22293262750629153
xmall|Exrick|Java|2017-07-28T01:49:49Z|2025-03-24T08:06:12Z|https://github.com/Exrick/xmall|7203|4.31|1.16|632.83|45293|0.199849131467567
gocd|gocd|Java|2013-12-13T05:26:16Z|2025-03-24T05:44:53Z|https://github.com/gocd/gocd|7201|7.47|1.25|37.92|269631|0.2402971152468277
agera|google|Java|2015-12-17T13:22:58Z|2025-03-22T04:40:13Z|https://github.com/google/agera|7179|6.33|1.24|14.84|10897|0.22715234769046233
MinecraftForge|MinecraftForge|Java|2012-01-30T01:35:01Z|2025-03-24T04:37:02Z|https://github.com/MinecraftForge/MinecraftForge|7095|6.78|2.22|38.43|62505|0.2767823576941154
LeetCode-Book|krahets|Java|2021-12-17T14:16:02Z|2025-03-24T08:08:39Z|https://github.com/krahets/LeetCode-Book|7095|1.34|1|0.09|3102|0.16052163359465696
SmartTabLayout|ogaclejapan|Java|2015-02-14T11:25:51Z|2025-03-07T09:10:12Z|https://github.com/ogaclejapan/SmartTabLayout|7092|6.36|1.64|9.71|1912|0.24571973301822775
ActionBarSherlock|JakeWharton|Java|2011-03-07T17:28:54Z|2025-03-07T12:26:58Z|https://github.com/JakeWharton/ActionBarSherlock|7085|6.28|1.95|63.4|26463|0.2588537016092095
iceberg|apache|Java|2018-11-19T16:26:46Z|2025-03-24T13:02:45Z|https://github.com/apache/iceberg|7068|8.54|1.66|35.52|297700|0.27092883989841826
KnowStreaming|didi|Java|2020-03-19T05:13:51Z|2025-03-24T02:13:10Z|https://github.com/didi/KnowStreaming|7057|7.2|1.82|10.32|31517|0.2632993360054764
nanohttpd|NanoHttpd|Java|2012-08-10T21:52:42Z|2025-03-24T02:55:00Z|https://github.com/NanoHttpd/nanohttpd|7049|4.34|1.79|22.16|7106|0.2299740278826856
Timber|naman14|Java|2015-06-12T16:43:55Z|2025-03-22T01:07:41Z|https://github.com/naman14/Timber|7034|5.4|1.46|19.75|21859|0.22678111684250624
elasticsearch-sql|NLPchina|Java|2014-08-24T14:26:31Z|2025-03-06T02:25:30Z|https://github.com/NLPchina/elasticsearch-sql|7008|9.74|2.12|197.35|32652|0.30499749257901887
alluxio|Alluxio|Java|2012-12-21T17:43:46Z|2025-03-24T10:13:55Z|https://github.com/Alluxio/alluxio|6962|6.91|1.48|30.66|252449|0.24453492375107377
error-prone|google|Java|2014-08-21T23:26:50Z|2025-03-24T09:13:56Z|https://github.com/google/error-prone|6948|7.79|1.53|25.75|107875|0.25664849067831264
rest-assured|rest-assured|Java|2010-10-21T08:35:43Z|2025-03-24T10:04:24Z|https://github.com/rest-assured/rest-assured|6940|5.23|1.2|105.88|28526|0.21288413866170186
DroidPlugin|DroidPluginTeam|Java|2015-08-27T11:14:57Z|2025-03-22T07:49:02Z|https://github.com/DroidPluginTeam/DroidPlugin|6919|3.3|4.39|3.7|22301|0.3368443273909426
netty-socketio|mrniko|Java|2012-01-12T11:43:49Z|2025-03-19T14:03:37Z|https://github.com/mrniko/netty-socketio|6914|4.96|1.27|33.02|6233|0.21318797535729275
jimureport|jeecgboot|Java|2019-12-05T12:25:59Z|2025-03-24T12:09:18Z|https://github.com/jeecgboot/jimureport|6884|6.17|1.08|2.25|251|0.21809877952676043
okhttputils|hongyangAndroid|Java|2015-08-17T14:53:29Z|2025-03-18T06:44:14Z|https://github.com/hongyangAndroid/okhttputils|6870|3.73|1.46|6.2|1961|0.20815646515467312
JavaTutorial|h2pl|Java|2018-05-01T15:57:21Z|2025-03-24T01:41:44Z|https://github.com/h2pl/JavaTutorial|6862|0.33|1|0.33|14|0.1492425905846705
jvm-sandbox|alibaba|Java|2017-08-03T02:55:31Z|2025-03-23T14:56:39Z|https://github.com/alibaba/jvm-sandbox|6860|3.48|1.33|12.36|14407|0.1994311995191341
1brc|gunnarmorling|Java|2023-12-28T09:13:24Z|2025-03-24T10:48:32Z|https://github.com/gunnarmorling/1brc|6837|3.17|1.09|7.58|53431|0.18504402411695692
walle|Meituan-Dianping|Java|2017-01-10T03:39:25Z|2025-03-22T18:56:27Z|https://github.com/Meituan-Dianping/walle|6814|3.15|1.19|8.69|4633|0.18937451569156033
DependencyCheck|dependency-check|Java|2012-09-03T20:43:30Z|2025-03-24T12:11:00Z|https://github.com/dependency-check/DependencyCheck|6814|7.03|1.86|60.08|41420|0.26313459987158866
AntennaPod|AntennaPod|Java|2012-07-31T10:25:08Z|2025-03-24T13:34:52Z|https://github.com/AntennaPod/AntennaPod|6802|7.37|1.49|21.68|50585|0.25014330323326495
react-native-push-notification|zo0r|Java|2015-12-14T19:53:36Z|2025-03-24T03:43:20Z|https://github.com/zo0r/react-native-push-notification|6778|6.31|1.24|15.48|1884|0.22692786821026767
angel|Angel-ML|Java|2017-04-25T05:57:43Z|2025-03-20T06:47:33Z|https://github.com/Angel-ML/angel|6752|7.43|1.73|64.1|204252|0.26167166279108284
rabbitmq-tutorials|rabbitmq|Java|2010-09-21T11:41:26Z|2025-03-24T04:05:01Z|https://github.com/rabbitmq/rabbitmq-tutorials|6731|4.59|1|2.29|1480|0.19681028688902547
mybatis-generator-gui|zouzg|Java|2016-05-08T22:39:39Z|2025-03-24T08:07:53Z|https://github.com/zouzg/mybatis-generator-gui|6698|7.18|1.49|69.95|3047|0.24793556009429502
AndroidPerformanceMonitor|markzhai|Java|2016-01-17T05:23:22Z|2025-03-20T12:56:09Z|https://github.com/markzhai/AndroidPerformanceMonitor|6698|4.07|1.28|14.07|2234|0.20373874579409695
AndroidAutoLayout|hongyangAndroid|Java|2015-11-19T02:09:11Z|2025-03-22T07:52:31Z|https://github.com/hongyangAndroid/AndroidAutoLayout|6675|5.83|2|8.81|2370|0.2562037668018582
haven|guardianproject|Java|2017-03-01T03:20:03Z|2025-03-17T19:22:26Z|https://github.com/guardianproject/haven|6672|6.82|1.39|11.77|4561|0.239463335276274
gnirehtet|Genymobile|Java|2017-02-09T16:01:13Z|2025-03-23T14:25:35Z|https://github.com/Genymobile/gnirehtet|6671|3.77|1.19|14.3|4330|0.19628802436160264
springcloud-learning|macrozheng|Java|2019-09-07T02:36:16Z|2025-03-24T12:08:17Z|https://github.com/macrozheng/springcloud-learning|6649|4.88|1.02|85.88|5631|0.20081089464261478
wiremock|wiremock|Java|2011-10-09T20:27:24Z|2025-03-24T11:26:42Z|https://github.com/wiremock/wiremock|6648|5.64|1.36|72.73|51616|0.22481095792514766
BookReader|smuyyh|Java|2016-08-03T05:17:27Z|2025-03-24T09:45:38Z|https://github.com/smuyyh/BookReader|6648|4.8|1.44|25.32|30914|0.21915986114137154
AndPermission|yanzhenjie|Java|2016-09-11T05:17:34Z|2025-03-20T09:17:50Z|https://github.com/yanzhenjie/AndPermission|6633|3.99|1.17|7.49|4486|0.19784572702256897
springBoot|527515025|Java|2016-11-07T02:13:31Z|2025-03-23T12:54:23Z|https://github.com/527515025/springBoot|6631|5.09|1.15|15.5|6250|0.2092039308520475
storm|apache|Java|2013-11-05T08:00:14Z|2025-03-23T14:52:45Z|https://github.com/apache/storm|6613|5.29|1.23|47.07|361859|0.2150257050915451
AndroidPicker|gzu-liyujiang|Java|2015-10-21T14:21:16Z|2025-03-24T10:27:57Z|https://github.com/gzu-liyujiang/AndroidPicker|6600|5.44|1.64|51.72|13541|0.23537127555147247
langchain4j|langchain4j|Java|2023-06-20T15:30:29Z|2025-03-24T12:49:26Z|https://github.com/langchain4j/langchain4j|6598|5.85|1.18|15.59|101225|0.21905739189576956
AndroidProject|getActivity|Java|2018-10-23T10:30:55Z|2025-03-24T05:25:20Z|https://github.com/getActivity/AndroidProject|6592|7.22|2.14|19.18|20468|0.27808547294719094
Toasty|GrenderG|Java|2017-01-18T18:52:41Z|2025-03-21T09:41:58Z|https://github.com/GrenderG/Toasty|6589|4.06|1.06|56.63|487|0.1935284498270841
GoGoGo|ZCShou|Java|2021-12-03T06:59:39Z|2025-03-24T10:20:40Z|https://github.com/ZCShou/GoGoGo|6588|7.82|1.45|14.12|3923|0.25335957830401673
itstack-demo-design|fuzhengwei|Java|2020-05-20T13:45:30Z|2025-03-24T07:42:05Z|https://github.com/fuzhengwei/itstack-demo-design|6570|2.17|1.11|5.33|3992|0.17479224980101393
junit5|junit-team|Java|2015-01-11T19:06:10Z|2025-03-24T13:28:24Z|https://github.com/junit-team/junit5|6556|4.53|1.31|35.41|98801|0.21020425281696928
Leaf|Meituan-Dianping|Java|2018-12-11T07:41:35Z|2025-03-24T09:42:49Z|https://github.com/Meituan-Dianping/Leaf|6552|3.48|1.43|11.25|1305|0.20398898633979734
ansj_seg|NLPchina|Java|2012-09-05T05:56:24Z|2025-03-24T09:37:12Z|https://github.com/NLPchina/ansj_seg|6518|6.32|1.19|9.58|12130|0.22477214790938949
processing|processing|Java|2013-01-24T21:17:22Z|2025-03-23T21:53:28Z|https://github.com/processing/processing|6504|3.73|1.64|507.76|110008|0.21546307546508087
zeppelin|apache|Java|2015-03-25T07:00:06Z|2025-03-23T14:10:24Z|https://github.com/apache/zeppelin|6472|5.75|1.26|43.49|188729|0.22153562280135378
Android-skin-support|ximsfei|Java|2017-01-12T15:03:54Z|2025-03-20T03:23:50Z|https://github.com/ximsfei/Android-skin-support|6463|6.08|1.39|17.67|19377|0.23118928078570566
quartz|quartz-scheduler|Java|2016-03-07T14:05:37Z|2025-03-24T12:51:46Z|https://github.com/quartz-scheduler/quartz|6444|5.57|1.44|119.67|34345|0.22759026544513594
byte-buddy|raphw|Java|2013-11-25T19:38:03Z|2025-03-24T09:06:15Z|https://github.com/raphw/byte-buddy|6442|6.14|1.61|14.89|283848|0.24188703090162306
RoundedImageView|vinc3m1|Java|2013-02-22T01:17:37Z|2025-03-24T06:35:22Z|https://github.com/vinc3m1/RoundedImageView|6433|8.4|1.8|107.47|1265|0.27561537532454367
Android-Image-Cropper|ArthurHub|Java|2015-01-15T10:49:37Z|2025-03-16T03:55:16Z|https://github.com/ArthurHub/Android-Image-Cropper|6423|7.72|1.38|70.38|4655|0.24895355501039718
smali|JesusFreke|Java|2012-09-23T19:51:16Z|2025-03-24T09:45:00Z|https://github.com/JesusFreke/smali|6419|6.02|1.67|15.02|46762|0.24328025091746913
java-eight-part|CoderLeixiaoshuai|Java|2020-10-16T16:27:04Z|2025-03-24T12:29:13Z|https://github.com/CoderLeixiaoshuai/java-eight-part|6403|0|0|0|0|0.1
Spring-Cloud-Platform|wxiaoqi|Java|2017-05-25T10:35:26Z|2025-03-23T07:44:21Z|https://github.com/wxiaoqi/Spring-Cloud-Platform|6400|4.89|1.41|57.65|6014|0.2187405273977709
android-floating-action-button|zendesk|Java|2014-09-19T06:49:21Z|2025-03-23T15:03:48Z|https://github.com/zendesk/android-floating-action-button|6378|5.57|1.67|48.14|1078|0.238196101133978
jOOQ|jOOQ|Java|2011-04-17T10:43:33Z|2025-03-24T12:37:31Z|https://github.com/jOOQ/jOOQ|6339|9.79|1.85|1648.53|214617|0.29066896465911274
Recaf|Col-E|Java|2017-07-27T06:01:10Z|2025-03-24T09:27:42Z|https://github.com/Col-E/Recaf|6327|8.3|1.6|24.13|66090|0.26553558616717454
async-http-client|AsyncHttpClient|Java|2011-03-07T13:41:46Z|2025-03-24T06:25:25Z|https://github.com/AsyncHttpClient/async-http-client|6326|5.72|1.57|41.84|28800|0.23532656177484318
JFoenix|sshahine|Java|2015-09-08T14:04:24Z|2025-03-22T11:22:24Z|https://github.com/sshahine/JFoenix|6314|6.92|1.62|22.08|24546|0.2510400160058539
remusic|aa112901|Java|2016-03-24T06:20:39Z|2025-03-24T12:52:34Z|https://github.com/aa112901/remusic|6296|5.19|1.45|41.65|47786|0.22394144869698962
richeditor-android|wasabeef|Java|2015-03-30T16:19:20Z|2025-03-23T02:37:27Z|https://github.com/wasabeef/richeditor-android|6290|2.42|1.14|46.95|804|0.17887655659505022
ion|koush|Java|2013-05-22T07:41:23Z|2025-03-11T00:46:20Z|https://github.com/koush/ion|6282|4.58|1.46|23.6|9443|0.2176173600518164
jsonschema2pojo|joelittlejohn|Java|2013-06-22T22:28:53Z|2025-03-24T02:22:23Z|https://github.com/joelittlejohn/jsonschema2pojo|6278|6.74|1.14|76.92|14399|0.2270643521802779
hazelcast|hazelcast|Java|2012-03-21T12:25:18Z|2025-03-24T12:32:52Z|https://github.com/hazelcast/hazelcast|6273|7.91|1.75|44.85|1099077|0.2679772645338074
from-java-to-kotlin|amitshekhariitbhu|Java|2017-05-21T11:56:27Z|2025-03-23T15:04:40Z|https://github.com/amitshekhariitbhu/from-java-to-kotlin|6257|0.5|1|0|37|0.15114155948052083
config|lightbend|Java|2011-12-06T08:02:29Z|2025-03-22T13:31:59Z|https://github.com/lightbend/config|6221|5.47|2.06|76.18|13186|0.254797089375034
spring-cloud-examples|ityouknow|Java|2017-04-28T08:48:53Z|2025-03-24T08:07:38Z|https://github.com/ityouknow/spring-cloud-examples|6216|3.83|1.02|0.47|390|0.18923781325873093
pig|pig-mesh|Java|2019-08-26T03:24:53Z|2025-03-24T09:40:39Z|https://github.com/pig-mesh/pig|6197|7.16|1.31|5.3|7499|0.2396269803201559
micronaut-core|micronaut-projects|Java|2018-03-07T12:05:08Z|2025-03-24T13:00:50Z|https://github.com/micronaut-projects/micronaut-core|6193|5.76|1.32|36.64|167921|0.22439298504589542
CompreFace|exadel-inc|Java|2020-07-06T08:29:43Z|2025-03-24T11:32:44Z|https://github.com/exadel-inc/CompreFace|6187|7.85|1.66|3.89|7766|0.2632800160498143
graphql-java|graphql-java|Java|2015-07-06T06:52:20Z|2025-03-24T01:16:27Z|https://github.com/graphql-java/graphql-java|6166|0|0|0|0|0.1
smile|haifengl|Java|2014-11-20T16:28:12Z|2025-03-24T06:59:11Z|https://github.com/haifengl/smile|6148|5.53|1.36|103.92|101158|0.223527009238831
SwipeBackLayout|ikew0ng|Java|2013-08-25T03:36:12Z|2025-03-22T07:49:24Z|https://github.com/ikew0ng/SwipeBackLayout|6120|5.22|1.39|61.33|1635|0.22150789955438338
grafika|google|Java|2013-12-19T18:36:53Z|2025-03-24T14:03:19Z|https://github.com/google/grafika|6117|6.41|1.75|6.89|10035|0.2512944954393137
hibernate-orm|hibernate|Java|2010-10-04T16:15:52Z|2025-03-24T12:52:50Z|https://github.com/hibernate/hibernate-orm|6114|6.78|1.4|73.06|1041975|0.23936301154252154
MaterialEditText|rengwuxian|Java|2014-10-30T10:07:23Z|2025-03-14T03:17:47Z|https://github.com/rengwuxian/MaterialEditText|6103|5.65|1.31|742.85|3385|0.2214504819026511
NumberProgressBar|daimajia|Java|2014-05-01T08:54:25Z|2025-03-21T02:06:36Z|https://github.com/daimajia/NumberProgressBar|6093|3.17|1.33|91.83|380|0.19582782041414143
hertzbeat|apache|Java|2022-02-04T14:48:56Z|2025-03-24T07:13:01Z|https://github.com/apache/hertzbeat|6084|6.99|1.19|8.19|48742|0.2322564787835082
vespa|vespa-engine|Java|2016-06-03T20:54:20Z|2025-03-24T11:13:09Z|https://github.com/vespa-engine/vespa|6069|6.18|1.6|37.03|624324|0.24183867150491395
gephi|gephi|Java|2011-10-22T03:14:46Z|2025-03-24T12:01:07Z|https://github.com/gephi/gephi|6061|4.48|1.67|24.68|125597|0.2260659389447437
EffectiveAndroidUI|pedrovgs|Java|2014-07-04T08:42:20Z|2025-03-16T17:18:23Z|https://github.com/pedrovgs/EffectiveAndroidUI|6024|4.44|1.34|11.62|1923|0.2106083671678558
XXPermissions|getActivity|Java|2018-06-15T14:31:29Z|2025-03-24T09:49:16Z|https://github.com/getActivity/XXPermissions|6020|5.52|1.81|30.28|4797|0.24404771480747128
dynamic-load-apk|singwhatiwanna|Java|2014-03-30T11:51:00Z|2025-03-22T22:44:56Z|https://github.com/singwhatiwanna/dynamic-load-apk|6019|5.81|1.45|9.42|2620|0.2309223931773719
flink-cdc|apache|Java|2020-07-27T19:23:33Z|2025-03-24T11:00:19Z|https://github.com/apache/flink-cdc|6007|6.6|1.4|39.75|14876|0.2374123240513716
j2objc|google|Java|2014-01-30T20:19:56Z|2025-03-24T13:28:48Z|https://github.com/google/j2objc|6007|||||0.1
material|rey5137|Java|2014-12-09T12:07:32Z|2025-03-22T03:59:37Z|https://github.com/rey5137/material|5997|6.51|1.65|54.5|27346|0.24777053414399225
java-jwt|auth0|Java|2014-03-07T15:06:11Z|2025-03-24T00:13:59Z|https://github.com/auth0/java-jwt|5996|5.66|1.63|142.74|8924|0.23721021327134156
physical-web|google|Java|2014-09-30T18:32:14Z|2025-03-20T11:18:18Z|https://github.com/google/physical-web|5988|4.79|1.29|26.71|7481|0.21221200153780453
xUtils3|wyouflf|Java|2015-10-28T10:56:04Z|2025-03-21T03:49:19Z|https://github.com/wyouflf/xUtils3|5980|5.22|1.41|27.45|12561|0.22247943985996488
incubator-kie-drools|apache|Java|2011-02-18T08:37:05Z|2025-03-24T12:54:46Z|https://github.com/apache/incubator-kie-drools|5978|6.08|1.47|92.87|185314|0.23469991151239616
useful-java-links|Vedenin|Java|2016-02-13T13:14:52Z|2025-03-24T12:31:56Z|https://github.com/Vedenin/useful-java-links|5967|2.3|1.02|1.83|5967|0.17214996242585218
ssm|liyifeng1994|Java|2016-06-18T17:58:56Z|2025-03-21T11:20:15Z|https://github.com/liyifeng1994/ssm|5951|4.16|1.68|2.05|369|0.22298842675000952
robolectric|robolectric|Java|2010-08-28T00:28:25Z|2025-03-24T09:53:44Z|https://github.com/robolectric/robolectric|5942|5.85|1.37|71.32|216074|0.22761411022093206
springfox|springfox|Java|2012-05-06T06:38:57Z|2025-03-24T12:47:38Z|https://github.com/springfox/springfox|5936|5.7|1.12|23.25|32115|0.21463521370804572
androidmvp|antoniolg|Java|2014-04-02T05:42:20Z|2025-03-16T17:18:24Z|https://github.com/antoniolg/androidmvp|5926|3.29|1.29|3|274|0.19550383708661567
material-calendarview|prolificinteractive|Java|2015-02-09T22:31:56Z|2025-03-16T17:16:31Z|https://github.com/prolificinteractive/material-calendarview|5921|6.45|1.53|69.01|3658|0.24160768829575804
mini-spring|DerekYRC|Java|2020-11-17T11:59:18Z|2025-03-24T11:46:38Z|https://github.com/DerekYRC/mini-spring|5909|3.41|1.22|5.08|2472|0.19365109769721534
SoloPi|alipay|Java|2019-03-14T15:32:49Z|2025-03-21T02:13:17Z|https://github.com/alipay/SoloPi|5906|4.62|1.21|13.14|56327|0.2066931573282172
SpringBootVulExploit|LandGrey|Java|2020-05-20T09:18:44Z|2025-03-24T11:20:18Z|https://github.com/LandGrey/SpringBootVulExploit|5892|3.43|1|3.57|258|0.18385434858748595
motan|weibocom|Java|2016-04-20T10:56:17Z|2025-03-23T14:52:36Z|https://github.com/weibocom/motan|5885|6|1.44|32.8|45725|0.23254686581514467
btrace|btraceio|Java|2014-08-28T18:58:24Z|2025-03-23T05:58:13Z|https://github.com/btraceio/btrace|5872|4.91|1.3|92.54|40986|0.21389029826696554
vavr|vavr-io|Java|2014-01-30T14:07:25Z|2025-03-24T08:15:01Z|https://github.com/vavr-io/vavr|5870|8.44|1.26|1157.4|64963|0.24958957435556284
blade|lets-blade|Java|2015-06-10T03:35:49Z|2025-03-19T12:23:25Z|https://github.com/lets-blade/blade|5861|4.62|1.23|42.16|15319|0.20755260163828107
jetlinks-community|jetlinks|Java|2020-01-02T07:27:34Z|2025-03-24T08:46:17Z|https://github.com/jetlinks/jetlinks-community|5831|8.62|1.24|12.6|47907|0.25272864563663777
zxing-android-embedded|journeyapps|Java|2012-11-28T16:36:39Z|2025-03-23T14:36:10Z|https://github.com/journeyapps/zxing-android-embedded|5827|5.44|1.36|21.92|5169|0.22266811879734344
BoomMenu|Nightonke|Java|2016-03-19T12:04:12Z|2025-03-21T06:43:41Z|https://github.com/Nightonke/BoomMenu|5803|5.63|1.57|227.67|7710|0.23399036337660717
DiscreteScrollView|yarolegovich|Java|2017-03-03T23:38:54Z|2025-03-23T04:32:14Z|https://github.com/yarolegovich/DiscreteScrollView|5789|4.23|1.25|19.11|3698|0.20414973259505226
tcc-transaction|changmingxie|Java|2015-12-05T04:27:53Z|2025-03-23T14:55:18Z|https://github.com/changmingxie/tcc-transaction|5786|5.1|1.36|24.34|12221|0.2188670444563247
DiskLruCache|JakeWharton|Java|2012-01-05T00:36:34Z|2025-03-15T11:08:11Z|https://github.com/JakeWharton/DiskLruCache|5786|3.25|1.33|11|1937|0.19686522567306258
camel|apache|Java|2009-05-21T00:25:36Z|2025-03-24T13:26:12Z|https://github.com/apache/camel|5772|4.81|1.63|76.76|1780563|0.2278358942639001
circular-progress-button|dmytrodanylyk|Java|2014-06-07T12:58:48Z|2025-03-23T09:51:05Z|https://github.com/dmytrodanylyk/circular-progress-button|5769|3.97|1.28|25.33|1429|0.20260198442295077
Fast-Android-Networking|amitshekhariitbhu|Java|2016-03-21T18:35:44Z|2025-03-23T12:31:54Z|https://github.com/amitshekhariitbhu/Fast-Android-Networking|5766|3.22|1.25|13.77|19596|0.19288063387210858
kafdrop|obsidiandynamics|Java|2019-05-27T08:46:56Z|2025-03-24T02:41:05Z|https://github.com/obsidiandynamics/kafdrop|5764|5.48|1.32|29.49|4163|0.2212789824422128
